,Sample.ID,SpeciesCode,Tree,Core,Terrace,Pygmy,Sample.ID.2,No.Tips,BlastID,Ectomycorrhizal,Trait.ForagingType,Trait.ForagingType.1,Trait.Hydrophobicity,Trait.Rhizomorphs,Trait.HostTree,SequencingNotes,X,X.1,X.2,Alt.ID,Alt.Seq.File,note,note.1,Hydrogen,OM.Pct,OM.lbsperA,Phos.Bray,Phos.Olsen,K,Mg,Ca,Na,Soil.pH,Buffer.Index.pH,CEC.meq,K.sat,Mg.sat,Ca.sat,H.sat,Na.sat,Nitrate,Sulfur
276,T2_22A,5,22,A,2,0,T22-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-9F_GenPri_Plate3_G02.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
277,T2_22B,5,22,B,2,0,T22-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-11A_GenPri_Plate6_F12.ab1,,NA,NA,NA,,,NA,12.6,99,***,2,11,112,175,448,59,3.9,6,16.9,1.7,8.5,13.3,75,1.5,1,14
278,T2_22B,15,22,B,2,0,T22-B,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,7-11G_GenPri_Rnd2_1_D03_F_2.ab1,,NA,NA,NA,,,NA,12.6,99,***,2,11,112,175,448,59,3.9,6,16.9,1.7,8.5,13.3,75,1.5,1,14
279,T2_22B,15,22,B,2,0,T22-B,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,7-11H_4B_Plate7_E01.ab1,,NA,NA,NA,,,NA,12.6,99,***,2,11,112,175,448,59,3.9,6,16.9,1.7,8.5,13.3,75,1.5,1,14
280,T2_22B,8,22,B,2,0,T22-B,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,7-11F_GenPri_Plate7_C01.ab1,,NA,NA,NA,,,NA,12.6,99,***,2,11,112,175,448,59,3.9,6,16.9,1.7,8.5,13.3,75,1.5,1,14
281,T2_22B,8,22,B,2,0,T22-B,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,7-12A_GenPri_Plate7_F01.ab1,,NA,NA,NA,,,NA,12.6,99,***,2,11,112,175,448,59,3.9,6,16.9,1.7,8.5,13.3,75,1.5,1,14
282,T2_22B,8,22,B,2,0,T22-B,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,7-12F_GenPri_Plate7_B02.ab1,,NA,NA,NA,,,NA,12.6,99,***,2,11,112,175,448,59,3.9,6,16.9,1.7,8.5,13.3,75,1.5,1,14
283,T2_22B,8,22,B,2,0,T22-B,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,7-12H_GenPri_Plate7_D02.ab1,,NA,NA,NA,,,NA,12.6,99,***,2,11,112,175,448,59,3.9,6,16.9,1.7,8.5,13.3,75,1.5,1,14
284,T2_23A,3,23,A,2,0,T23-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,4-12E_4B_Plate10_H10a.ab1,,NA,NA,NA,,,NA,8.5,45.9,947,3,12,82,106,357,31,4.1,6.2,11.5,1.8,7.6,15.5,74,1.2,1,9
285,T2_23A,6,23,A,2,0,T23-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,4-11G_4B_Plate4_B04a.ab1,,NA,NA,NA,,,NA,8.5,45.9,947,3,12,82,106,357,31,4.1,6.2,11.5,1.8,7.6,15.5,74,1.2,1,9
286,T2_23B,6,23,B,2,0,T23-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,6-12C_GenPri_Plate6_F02.ab1,,NA,NA,NA,,,NA,11.5,47.3,976,3,14,111,136,463,30,3.8,6,15.4,1.8,7.3,15,75,0.8,1,12
287,T2_23B,14,23,B,2,0,T23-B,1,Uncultured Atheliaceae,y,,,,,,6-11F_GenPri_Plate6_A02.ab1,,NA,NA,NA,,,NA,11.5,47.3,976,3,14,111,136,463,30,3.8,6,15.4,1.8,7.3,15,75,0.8,1,12
288,T2_23A,79,23,A,2,0,T23-A,1,Uncultured fungus (HQ260268),y,,,,,,4-11B_GenPri,,NA,NA,NA,,,NA,8.5,45.9,947,3,12,82,106,357,31,4.1,6.2,11.5,1.8,7.6,15.5,74,1.2,1,9
289,T2_23A,24,23,A,2,0,T23-A,1,Uncultured Helotiales (likely Meliniomyces),y,,,,,,4-12A_GenPri_Plate4_D04.ab1,,NA,NA,NA,,,NA,8.5,45.9,947,3,12,82,106,357,31,4.1,6.2,11.5,1.8,7.6,15.5,74,1.2,1,9
290,T2_24B,145,24,B,2,0,T24-B,1,Chroogomphus vinicolor,y,contact,pickaback,,n,Pinus,7-4A_4B,low qual,NA,NA,NA,,,NA,8.1,99,***,2,6,101,98,327,33,4.1,6.3,10.9,2.4,7.4,15,74,1.3,1,13
291,T2_24A,17,24,A,2,0,T24-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,3-8E_4B_Plate3_G01.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
292,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-7B_GenPri_Plate2_F12.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
293,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-7C_4B_Rnd2_1_F07_F.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
294,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-7D_4B_Rnd2_1_G07_F_2.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
295,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-7G_4B_Plate3_B01.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
296,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-7H_GenPri_Plate3_C01.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
297,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-8A_4B_Plate3_D01.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
298,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-8C_4B_Plate3_E01.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
299,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-8G_GenPri_Plate3_A02.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
300,T2_24A,4,24,A,2,0,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-8H_GenPri_Plate3_B02.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
301,T2_24B,66,24,B,2,0,T24-B,1,Leucophleps spinispora,y,,,,,,7-3B_4B_Plate6_D05.ab1,,NA,NA,NA,,,NA,8.1,99,***,2,6,101,98,327,33,4.1,6.3,10.9,2.4,7.4,15,74,1.3,1,13
302,T2_24A,5,24,A,2,0,T24-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-8D_4B_Plate3_F01.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
303,T2_24A,6,24,A,2,0,T24-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-7F_GenPri_Plate3_A01.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
304,T2_24B,6,24,B,2,0,T24-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-4D_GenPri_Plate6_E06.ab1,,NA,NA,NA,,,NA,8.1,99,***,2,6,101,98,327,33,4.1,6.3,10.9,2.4,7.4,15,74,1.3,1,13
305,T2_24B,6,24,B,2,0,T24-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-4D_GenPri_Rnd2.ab1,,NA,NA,NA,,,NA,8.1,99,***,2,6,101,98,327,33,4.1,6.3,10.9,2.4,7.4,15,74,1.3,1,13
306,T2_24B,146,24,B,2,0,T24-B,1,Russula cremoricolor (84%),y,contact,,n,n,Pinus,7-4F_GenPri,low qual,NA,NA,NA,,,NA,8.1,99,***,2,6,101,98,327,33,4.1,6.3,10.9,2.4,7.4,15,74,1.3,1,13
307,T2_24B,34,24,B,2,0,T24-B,1,Uncultured Ascomycota (likely Oidiodendron),y,,,,,,7-4E_GenPri_Plate6_F06.ab1,,NA,NA,NA,,,NA,8.1,99,***,2,6,101,98,327,33,4.1,6.3,10.9,2.4,7.4,15,74,1.3,1,13
308,T2_24A,14,24,A,2,0,T24-A,1,Uncultured Atheliaceae,y,,,,,,3-7A_4A_Rnd2_2_D11_F_2.ab1,,NA,NA,NA,,,NA,13,46.5,959,6,11,147,167,463,65,3.9,5.9,17.4,2.2,7.9,13.3,75,1.6,1,22
309,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11B_4B_Plate3_B04.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
310,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11C_4B_Plate3_C04.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
311,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11D_4B_Plate10_B10.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
312,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11D_4B_Plate3_D04.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
313,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11E_GenPri_Plate3_E04.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
314,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11F_GenPri_Plate3_F04.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
315,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11H_GenPri_Plate3_H04.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
316,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12A_4B_Plate3_A05.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
317,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12C_GenPri_Plate3_C05.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
318,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12D_GenPri_Plate3_D05.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
319,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12E_GenPri_Plate3_E05.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
320,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12F_GenPri_Plate3_F05.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
321,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12G_GenPri_Plate3_G05.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
322,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12H_4B_Plate10_B12align consensus sequence,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
323,T2_25A,2,25,A,2,0,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12H_4B_Plate3_H05.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
324,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10B_GenPri_Plate5_G12.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
325,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10C_4B_Plate5_H12.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
326,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10D_4B_Plate6_A01.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
327,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10E_4B_Rnd2.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
328,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10E_GenPri_Plate6_B01.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
329,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10F_4B_Rnd2.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
330,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10G_GenPri_Plate6_D01.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
331,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10H_GenPri_Plate6_E01.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
332,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-9B_GenPri_Rnd2_1_H02_F.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
333,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-9C_GenPri_Plate5_C12.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
334,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-9D_GenPri_Plate5_D12.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
335,T2_25B,2,25,B,2,0,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-9H_GenPri_Plate5_F12.ab1,,NA,NA,NA,,,NA,16.3,55.5,***,4,23,76,188,705,42,4,5.7,21.8,0.9,7.1,16.2,75,0.8,1,10
336,T2_25A,168,25,A,2,0,T25-A,1,Russula vesca (97%),y,contact,,n,n,Pinus,3-12C_4B,con,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
337,T2_25A,48,25,A,2,0,T25-A,1,Thaxterogaster levisporus or Cortinarius walpolensis (only 91% match),y,mediumdistancefringe,,,y,Nothofagus,3-12B_4B_Plate3_B05.ab1,,NA,NA,NA,,,NA,8.9,14.2,315,3,19,58,98,544,19,4.2,6.2,12.7,1.2,6.4,21.4,70.4,0.7,1,8
338,T2_26B,3,26,B,2,0,T26-B,1,Cenococcum geophilum (92%),y,shortdistance,,n,n,Pinus,7-2D_4A,low qual,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
339,T2_26A,4,26,A,2,0,T26-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-6C_GenPri_Plate2_F11.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
340,T2_26A,5,26,A,2,0,T26-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-5D_GenPri_Plate2_H10.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
341,T2_26A,5,26,A,2,0,T26-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-6B_GenPri_Plate2_E11.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
342,T2_26B,5,26,B,2,0,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-1B_GenPri_Plate6_D03.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
343,T2_26B,5,26,B,2,0,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-1D_GenPri_Plate6_F03.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
344,T2_26B,5,26,B,2,0,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-1E_GenPri_Plate6_G03.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
345,T2_26B,5,26,B,2,0,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-2E_GenPri_Plate6_G04.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
346,T2_26B,5,26,B,2,0,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-2G_GenPri_Plate6_A05.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
347,T2_26A,6,26,A,2,0,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-5B_GenPri_Plate2_F10.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
348,T2_26A,6,26,A,2,0,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-5C_GenPri_Plate2_G10a.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
349,T2_26A,6,26,A,2,0,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-5F_GenPri_Plate2_B11.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
350,T2_26A,6,26,A,2,0,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-5H_GenPri_Plate2_C11a.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
351,T2_26A,6,26,A,2,0,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-6A_4B_Plate2_D11.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
352,T2_26A,6,26,A,2,0,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-6D_4B_Rnd2_1_D07_F.ab1,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
353,T2_26B,6,26,B,2,0,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-1A_4B_Rnd2_1_F11_F_2.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
354,T2_26B,6,26,B,2,0,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-1F_GenPri_Plate6_H03.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
355,T2_26B,6,26,B,2,0,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-1H_GenPri_Plate6_B04.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
356,T2_26B,6,26,B,2,0,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-2A_GenPri_Plate6_C04.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
357,T2_26B,6,26,B,2,0,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-2B_GenPri_Plate6_D04.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
358,T2_26B,6,26,B,2,0,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-2C_GenPri_Plate6_E04.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
359,T2_26B,6,26,B,2,0,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-2H_GenPri_Plate6_B05.ab1,,NA,NA,NA,,,NA,17.1,53.8,***,2,19,133,187,797,36,4.1,5.6,23.1,1.5,6.7,17.2,74,0.7,1,14
360,T2_26A,6,26,A,2,0,T26-A,1,Russula cremoricolor (97% match),y,contact,,n,n,Pinus,3-6E_4B,,NA,NA,NA,,,NA,18,99,***,2,13,139,163,831,40,4,5.6,24.1,1.5,5.6,17.2,75,0.7,1,12
361,T1_27A,3,27,A,1,0,T27-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,4-7B_GenPri_Plate3_E11.ab1,,NA,NA,NA,,,NA,12,8.9,209,5,21,97,131,510,29,4,6,16,1.5,6.8,15.9,75,0.8,1,14
362,T1_27A,3,27,A,1,0,T27-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,4-8D_GenPri_Plate3_G12.ab1,,NA,NA,NA,,,NA,12,8.9,209,5,21,97,131,510,29,4,6,16,1.5,6.8,15.9,75,0.8,1,14
363,T1_27A,80,27,A,1,0,T27-A,1,Hydnum umbilicatum,y,mediumdistancefringe,,,y,Picea,4-7H_GenPri,,NA,NA,NA,,,NA,12,8.9,209,5,21,97,131,510,29,4,6,16,1.5,6.8,15.9,75,0.8,1,14
364,T1_27A,2,27,A,1,0,T27-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-8A_4B_Plate3_D12.ab1,,NA,NA,NA,,,NA,12,8.9,209,5,21,97,131,510,29,4,6,16,1.5,6.8,15.9,75,0.8,1,14
365,T1_27B,139,27,B,1,0,T27-B,1,Russula cremeirosea (93%),y,contact,,n,n,Pinus,7-10A_4B,low qual,NA,NA,NA,,,NA,7.4,53.1,***,3,20,88,126,496,20,4.3,6.3,11.2,2,9.2,22,66,0.8,1,15
366,T1_27A,22,27,A,1,0,T27-A,1,Russula puellaris,y,contact,,n,n,Pinus,4-7A_GenPri_Plate3_D11.ab1,,NA,NA,NA,,,NA,12,8.9,209,5,21,97,131,510,29,4,6,16,1.5,6.8,15.9,75,0.8,1,14
367,T1_27B,22,27,B,1,0,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-10E_GenPri_Plate6_C12.ab1,,NA,NA,NA,,,NA,7.4,53.1,***,3,20,88,126,496,20,4.3,6.3,11.2,2,9.2,22,66,0.8,1,15
368,T1_27B,22,27,B,1,0,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-10G_GenPri_Plate6_E12.ab1,,NA,NA,NA,,,NA,7.4,53.1,***,3,20,88,126,496,20,4.3,6.3,11.2,2,9.2,22,66,0.8,1,15
369,T1_27B,22,27,B,1,0,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-9D_4B_Plate6_B11.ab1,,NA,NA,NA,,,NA,7.4,53.1,***,3,20,88,126,496,20,4.3,6.3,11.2,2,9.2,22,66,0.8,1,15
370,T1_27B,22,27,B,1,0,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-9E_4B_Plate6_C11.ab1,,NA,NA,NA,,,NA,7.4,53.1,***,3,20,88,126,496,20,4.3,6.3,11.2,2,9.2,22,66,0.8,1,15
