Sample.ID,SpeciesCode,Tree,Core,Terrace,Sample.ID.2,No.Tips,BlastID,Ectomycorrhizal,Trait.ForagingType,Trait.ForagingType,Trait.Hydrophobicity,Trait.Rhizomorphs,Trait.HostTree,SequencingNotes,,,,Alt ID,Alt Seq File,note,note
T5_1B,3,1,B,5,T01-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,9-7B_4A_Rnd2_3_F08_F_2.ab1,,,,,,,
T5_1B,23,1,B,5,T01-B,1,Elaphomyces muricatus (97%),y,shortdistance,,n,n,Picea,9-8C_GenPri,low qual,,,,,,
T5_1A,23,1,A,5,T01-A,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,2-1A_GenPri_Plate1_H08_2.ab1,,,,,,,
T5_1A,23,1,A,5,T01-A,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,2-1D_GenPri_Rnd2.ab1,,,,,,,
T5_1A,23,1,A,5,T01-A,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,2-2B_GenPri_Plate1_D09.ab1,,,,,,,
T5_1A,23,1,A,5,T01-A,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,2-2G_GenPri_Plate1_H09.ab1,,,,,,,
T5_1B,23,1,B,5,T01-B,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,9-7E_GenPri_Plate8_D07.ab1,,,,,,,
T5_1B,23,1,B,5,T01-B,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,9-7H_GenPri_Plate8_G07.ab1,,,,,,,
T5_1B,23,1,B,5,T01-B,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,9-8H_GenPri_Plate8_F08.ab1,,,,,,,
T5_1B,9,1,B,5,T01-B,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,9-7G_GenPri_Plate8_F07.ab1,,,,,,,
T5_1B,9,1,B,5,T01-B,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,9-8A_4B_Rnd2_2_G04_F_2.ab1,,,,,,,
T5_1B,65,1,B,5,T01-B,1,Uncultured Atheliaceae,y,,,,,,9-7C_GenPri_Plate8_C07.ab1,,,,,,,
T5_1A,8,1,A,5,T01-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,2-2H_GenPri_Plate1_A10.ab1,,,,,,,
T5_1B,8,1,B,5,T01-B,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,9-8F_GenPri_Plate8_D08.ab1,,,,,,,
T5_1B,8,1,B,5,T01-B,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,9-8G_GenPri_Plate8_E08.ab1,,,,,,,
T5_1A,32,1,A,5,T01-A,1,Uncultured fungus (Basidiomycota),y,,,,,,2-2E_4B_Plate10_A09.ab1
T5_1A,32,1,A,5,T01-A,1,Uncultured fungus (Basidiomycota),y,,,,,,2-2E_GenPri_Plate1_F09_2.ab1
T5_1A,35,1,A,5,T01-A,1,Uncultured Leotiomycetes/Ascomycota/Pezizomycotina/Helotiales/Sordariomycetes,y,,,,,,2-1E_4A_Rnd2_2_G08_F_2.ab1
T5_2B,3,2,B,5,T02-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,11-2F_GenPri_Plate10_D01.ab1
T5_2A,3,2,A,5,T02-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,6-1B_GenPri_Plate5_E04.ab1
T5_2B,36,2,B,5,T02-B,1,Helotiaceae/Sordariomycetes/Phialophora/Magnaporthaceae,y,,,,,,11-2B_GenPri_Plate9_H12.ab1
T5_2B,5,2,B,5,T02-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,11-2H_GenPri_Plate10_F01.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-1H_GenPri_Plate5_B05.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-2A_GenPri_Plate5_C05.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-2B_4B_Plate5_D05.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-2C_4B_Rnd2.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-2D_4B_Plate5_F05.ab1
T5_2A,58,2,A,5,T02-A,1,Uncultured Mortierella,y,,,,,,6-2F_GenPri_Plate5_H05.ab1
T5_3A,25,3,A,5,T03-A,1,Cortinarius croceocaeruleus,y,mediumdistancefringe,,y,y,Pinus,1-10B_GenPri_Plate1_D08.ab1
T5_3A,25,3,A,5,T03-A,1,Cortinarius croceocaeruleus,y,mediumdistancefringe,,y,y,Pinus,1-10C_GenPri_Plate1_E08.ab1
T5_3A,25,3,A,5,T03-A,1,Cortinarius croceocaeruleus,y,mediumdistancefringe,,y,y,Pinus,1-9E_GenPri_Plate1_G07.ab1
T1_30A,21,30,A,1,T30-A,1,Uncultured Cantharellales,y,mediumdistancesmooth,,y,y,Pinus,4-9D_GenPri_Plate4_G01.ab1,,,,,,
T1_30A,21,30,A,1,T30-A,1,Uncultured Cantharellales,y,mediumdistancesmooth,,y,y,Pinus,4-9F_GenPri_Plate4_A02.ab1,,,,,,
T1_30A,21,30,A,1,T30-A,1,Uncultured Cantharellales,y,mediumdistancesmooth,,y,y,Pinus,4-9G_4B_Plate4_B02.ab1,,,,,,
T1_30A,8,30,A,1,T30-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,4-9H_4B_Plate4_C02a.ab1,,,,,,
T1_30A,24,30,A,1,T30-A,1,Uncultured Helotiales (likely Meliniomyces),y,,,,,,4-9A_GenPri_Plate4_D01.ab1,,,,159,9-8A_4A,low qual
T1_30A,24,30,A,1,T30-A,1,Uncultured Helotiales (likely Meliniomyces),y,,,,,,4-9B_4A_Rnd2_3_A01_F.ab1,,,,,,
T1_31B,10,31,B,1,T31-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,11-3A_4B_Plate10_G01a.ab1,,,,,,
T1_31B,10,31,B,1,T31-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,11-3B_GenPri_Plate10_H01a.ab1,,,,,,
T1_31B,10,31,B,1,T31-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,11-4C_GenPri_Plate10_G02.ab1,,,,,,
T1_31B,10,31,B,1,T31-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,11-4D_GenPri_Plate10_H02a.ab1,,,,,,
T1_31B,164,31,B,1,T31-B,1,Russula dissimulans (96.6%),y,contact,,n,n,Pinus,11-3F_GenPri,con,,,,,
T1_31A,11,31,A,1,T31-A,1,Russula favrei,y,contact,,n,n,Pinus,6-5A_GenPri_Plate5_C08.ab1
T1_31A,11,31,A,1,T31-A,1,Russula favrei,y,contact,,n,n,Pinus,6-6G_4B_Rnd2_1_F10_F_2.ab1
T1_31A,11,31,A,1,T31-A,1,Russula favrei,y,contact,,n,n,Pinus,6-6H_4B_Rnd2_1_G10_F_2.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-5C_GenPri_Plate5_E08.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-5D_GenPri_Plate5_F08.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-5E_GenPri_Plate5_G08.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-5F_4B_Plate5_H08.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-5G_4B_Rnd2_1_D10_F_2.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-5G_GenPri_Plate5_A09.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-5H_GenPri_Plate5_B09.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-6A_4B_Plate5_C09.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-6B_GenPri_Plate5_D09.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-6C_4B_Plate5_E09.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-6C_4B_Rnd2_1_E10_F_2.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-6E_GenPri_Plate5_G09.ab1
T1_31A,13,31,A,1,T31-A,1,Russula occidentalis,y,contact,,n,n,Pinus,6-6F_GenPri_Plate5_H09.ab1
T1_31B,44,31,B,1,T31-B,1,Russula vinosa,y,mediumdistancesmooth,,y,y,Picea,11-3C_GenPri_Plate10_A02.ab1,
T1_31B,44,31,B,1,T31-B,1,Russula vinosa,y,mediumdistancesmooth,,y,y,Picea,11-3G_4B_Rnd2_2_E06_F_2.ab1,
T1_31B,44,31,B,1,T31-B,1,Russula vinosa,y,mediumdistancesmooth,,y,y,Picea,11-4F_GenPri_Plate10_B03align consensus sequence,
T1_31A,44,31,A,1,T31-A,1,Russula vinosa,y,mediumdistancesmooth,,y,y,Picea,6-5B_4B_Plate5_D08_b.ab1,
T1_31A,44,31,A,1,T31-A,1,Russula vinosa,y,mediumdistancesmooth,,y,y,Picea,6-5B_4B_Rnd2.ab1,
T1_31A,44,31,A,1,T31-A,1,Russula vinosa,y,mediumdistancesmooth,,y,y,Picea,6-6D_4B_Plate5_F09_b.ab1,
T1_31B,33,31,B,1,T31-B,1,Uncultured ectomycorrhiza (likely relative of Tylospora asterophora),y,shortdistance,,n,n,Picea,11-3D_GenPri_Plate10_B02align consensus sequence,
T1_31B,33,31,B,1,T31-B,1,Uncultured ectomycorrhiza (likely relative of Tylospora asterophora),y,shortdistance,,n,n,Picea,11-3E_GenPri_Plate10_C02.ab1,
T1_31B,33,31,B,1,T31-B,1,Uncultured ectomycorrhiza (likely relative of Tylospora asterophora),y,shortdistance,,n,n,Picea,11-4G_GenPri_Plate10_C03.ab1,
T1_32A,29,32,A,1,T32-A,1,Lactarius pseudomucidus,y,mediumdistancesmooth,contact,,y,Pinus,1-1A_4B_Plate1_A01.ab1,
T1_32A,29,32,A,1,T32-A,1,Lactarius pseudomucidus,y,mediumdistancesmooth,contact,,y,Pinus,1-1B_4B_Plate1_B01.ab1,
T1_32A,29,32,A,1,T32-A,1,Lactarius pseudomucidus,y,mediumdistancesmooth,contact,,y,Pinus,1-1E_GenPri_Plate1_E01.ab1,
T1_32A,29,32,A,1,T32-A,1,Lactarius pseudomucidus,y,mediumdistancesmooth,contact,,y,Pinus,1-2A_GenPri_Plate1_H01_2.ab1,
T1_32A,29,32,A,1,T32-A,1,Lactarius pseudomucidus,y,mediumdistancesmooth,contact,,y,Pinus,1-2E_GenPri_Plate1_D02_2.ab1,
T1_32A,29,32,A,1,T32-A,1,Lactarius pseudomucidus,y,mediumdistancesmooth,contact,,y,Pinus,1-2G_GenPri_Plate1_F02_2.ab1,
T1_32A,29,32,A,1,T32-A,1,Lactarius pseudomucidus (95% match),y,mediumdistancesmooth,contact,,y,Pinus,1-2D_4B,low qual
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10_2D_GenPri_Plate9_F01.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10_2E_GenPri_Plate9_G01.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-1A_GenPri_Plate8_C12.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-1B_4B_Plate8_D12.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-1C_4B_Plate8_E12.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-1E_GenPri_Plate8_H12.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-1F_4B_Rnd2_2_E05_F_2.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-1G_4B_Plate9_A01.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-1H_GenPri_Plate9_B01.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-2A_GenPri_Plate9_C01.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-2C_GenPri_Plate9_E01.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-2G_GenPri_Plate9_A02.ab1,,,,,,
T1_32B,11,32,B,1,T32-B,1,Russula favrei,y,contact,,n,n,Pinus,10-2H_GenPri_Plate9_B02.ab1,,,,,,
T1_32B,33,32,B,1,T32-B,1,Uncultured ectomycorrhiza (likely relative of Tylospora asterophora),y,shortdistance,,n,n,Picea,10-1D_GenPri_Plate8_F12.ab1,,,,,,
T1_32B,33,32,B,1,T32-B,1,Uncultured ectomycorrhiza (likely relative of Tylospora asterophora),y,shortdistance,,n,n,Picea,10-2B_GenPri_Plate9_D01.ab1,,,,117,2-2D_GenPri,low qual
T1_32B,74,32,B,1,T32-B,1,Uncultured Helotiales (95% match),y,,,,,,10-1F_4A,,,,,,
T1_32A,31,32,A,1,T32-A,1,Uncultured Piloderma,y,mediumdistancefringe,,,y,Picea,1-1H_4B_Plate1_G01_2.ab1
T1_32A,31,32,A,1,T32-A,1,Uncultured Piloderma (likely sphaerosporum),y,mediumdistancefringe,,,y,Picea,1-1D_GenPri_Rnd2.ab1
T1_32A,31,32,A,1,T32-A,1,Uncultured Piloderma (likely sphaerosporum),y,mediumdistancefringe,,,y,Picea,1-1G_GenPri_Plate1_F01_2.ab1
T1_32A,31,32,A,1,T32-A,1,Uncultured Piloderma (likely sphaerosporum),y,mediumdistancefringe,,,y,Picea,1-2B_GenPri_Plate1_A02_2.ab1
T1_32A,31,32,A,1,T32-A,1,Uncultured Piloderma (likely sphaerosporum),y,mediumdistancefringe,,,y,Picea,1-2C_GenPri_Plate1_B02.ab1
T1_32A,31,32,A,1,T32-A,1,Uncultured Piloderma (likely sphaerosporum),y,mediumdistancefringe,,,y,Picea,1-2F_GenPri_Plate1_E02.ab1
T1_32A,31,32,A,1,T32-A,1,Uncultured Piloderma (likely sphaerosporum),y,mediumdistancefringe,,,y,Picea,1-2H_GenPri_Plate1_G02_2.ab1

,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,


,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
